source_id,relative_path,role,device,image_size,keywords,expected_mb,download_shard
r17d11b3at,r17d11b3at.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,19.6,9
r17f60607t,r17f60607t.NEF,independent_test,Nikon D90,L (4288 x 2848),outdoor,10.6,10
r17fe8532t,r17fe8532t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,20.0,7
r1800ab47t,r1800ab47t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.8,13
r180a7062t,r180a7062t.NEF,independent_test,Nikon D90,L (4288 x 2848),Indoor; objects,9.87,17
r180bcbd7t,r180bcbd7t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.6,4
r1810ba7at,r1810ba7at.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,20.7,7
r181768b7t,r181768b7t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor,10.7,2
r181d64eat,r181d64eat.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.6,12
r181dd93dt,r181dd93dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor,18.4,3
r1824034et,r1824034et.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.8,0
r1828d94at,r1828d94at.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; objects,10.0,2
r182ed662t,r182ed662t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,11.2,9
r18302db2t,r18302db2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.2,4
r18393aeet,r18393aeet.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,23.1,11
r184f08dat,r184f08dat.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.9,10
r185929e9t,r185929e9t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,21.7,4
r1866b73at,r1866b73at.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,21.5,6
r186c09e4t,r186c09e4t.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor,20.6,19
r18791531t,r18791531t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.7,1
r18798194t,r18798194t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.2,8
r187df69ft,r187df69ft.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,11.2,0
r1882b6e6t,r1882b6e6t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),Indoor; objects,20.0,11
r1889220ft,r1889220ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,18.3,13
r188eb234t,r188eb234t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,22.1,19
r18990432t,r18990432t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,18.3,11
r189be0d8t,r189be0d8t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.0,3
r18ce12dct,r18ce12dct.NEF,development_early_stop,Nikon D90,L (4288 x 2848),buildings; outdoor,10.4,16
r18d1abact,r18d1abact.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.1,6
r18d72ab2t,r18d72ab2t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.8,9
r18d866e1t,r18d866e1t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,20.3,8
r18d9feeat,r18d9feeat.NEF,external_pilot,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.8,7
r18e0516bt,r18e0516bt.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,20.4,0
r18ea00c8t,r18ea00c8t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.7,12
r18fafe10t,r18fafe10t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor; objects,18.4,17
r1900f7c7t,r1900f7c7t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.4,1
r1904147dt,r1904147dt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.9,10
r191488c6t,r191488c6t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.0,16
r1915909et,r1915909et.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor; people,12.0,16
r19183258t,r19183258t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.3,12
r191f3cdet,r191f3cdet.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.8,19
r192ae577t,r192ae577t.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor,10.5,15
r1934e29ft,r1934e29ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,19.8,11
r193b12aet,r193b12aet.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.3,7
r194c49f5t,r194c49f5t.NEF,independent_test,Nikon D7000,L (4928 x 3264),objects; outdoor,17.7,10
r195a5f44t,r195a5f44t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.1,0
r195f12adt,r195f12adt.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.7,3
r197770adt,r197770adt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,20.3,15
r19835fbft,r19835fbft.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,17.7,5
r1986e42bt,r1986e42bt.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.5,8
r198ae140t,r198ae140t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.7,4
r198ea6a5t,r198ea6a5t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,21.4,15
r19924edft,r19924edft.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.1,17
r19b49f2ct,r19b49f2ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,18.4,12
r19ba7288t,r19ba7288t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.4,0
r19be5c05t,r19be5c05t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,17.6,10
r19c9183at,r19c9183at.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.0,7
r19d47beft,r19d47beft.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.7,7
r19d72b0ct,r19d72b0ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,20.2,1
r19d92967t,r19d92967t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.5,9
r19fe3107t,r19fe3107t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,19.6,17
r1a020c3ft,r1a020c3ft.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.0,1
r1a07dd25t,r1a07dd25t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.3,6
r1a0968bft,r1a0968bft.NEF,external_pilot,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.4,17
r1a0f5585t,r1a0f5585t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.4,1
r1a11b3c0t,r1a11b3c0t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.9,9
r1a170ddbt,r1a170ddbt.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,20.5,11
r1a1d24b2t,r1a1d24b2t.NEF,development_calibration,Nikon D90,L (4288 x 2848),landscape; outdoor,9.54,0
r1a1d7e72t,r1a1d7e72t.NEF,external_pilot,Nikon D90,L (4288 x 2848),Indoor; buildings,10.6,8
r1a2095b2t,r1a2095b2t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,10.0,12
r1a28d44bt,r1a28d44bt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,22.1,8
r1a2d8b02t,r1a2d8b02t.NEF,external_pilot,Nikon D90,L (4288 x 2848),landscape; outdoor,9.68,14
r1a343192t,r1a343192t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor; buildings,10.6,6
r1a4651edt,r1a4651edt.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.0,2
r1a485a99t,r1a485a99t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,20.8,15
r1a499b96t,r1a499b96t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),landscape; outdoor,10.8,6
r1a57cb29t,r1a57cb29t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.2,13
r1a5903fct,r1a5903fct.NEF,development_early_stop,Nikon D90,L (4288 x 2848),landscape; outdoor,9.1,1
r1a60a2bdt,r1a60a2bdt.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,20.3,19
r1a711e27t,r1a711e27t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.4,13
r1a7346d0t,r1a7346d0t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.3,18
r1a7b8c42t,r1a7b8c42t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),outdoor,10.6,16
r1a7bb1d6t,r1a7bb1d6t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.5,5
r1a7e4791t,r1a7e4791t.NEF,development_early_stop,Nikon D40,L (3008 x 2000),buildings; landscape; outdoor,5.28,3
r1a7feb2bt,r1a7feb2bt.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor,22.3,11
r1a845144t,r1a845144t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.1,4
r1a877849t,r1a877849t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,20.1,4
r1a8d7a86t,r1a8d7a86t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,19.3,11
r1a8ee526t,r1a8ee526t.NEF,development_calibration,Nikon D90,L (4288 x 2848),buildings; landscape; outdoor,9.94,5
r1a8fe570t,r1a8fe570t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,19.3,16
r1a91c337t,r1a91c337t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.1,7
r1a9783cdt,r1a9783cdt.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.1,4
r1a9de6e9t,r1a9de6e9t.NEF,independent_test,Nikon D90,L (4288 x 2848),nature; objects; outdoor,10.7,13
r1aa43470t,r1aa43470t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.8,14
r1aa4cc99t,r1aa4cc99t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,19.8,12
r1aa4db16t,r1aa4db16t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,22.9,6
r1aa53167t,r1aa53167t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.1,3
r1aa63558t,r1aa63558t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,10.6,16
r1aa7459at,r1aa7459at.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.7,4
r1ab0bb20t,r1ab0bb20t.NEF,development_fit,Nikon D90,L (4288 x 2848),nature; outdoor,11.5,18
r1ab1679et,r1ab1679et.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.0,8
r1ad2de34t,r1ad2de34t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.3,11
r1ad3fa6dt,r1ad3fa6dt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor,19.6,7
r1ad9cd64t,r1ad9cd64t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),outdoor,11.8,11
r1ae12b3ft,r1ae12b3ft.NEF,independent_test,Nikon D90,L (4288 x 2848),outdoor,10.5,17
r1aef663et,r1aef663et.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.2,11
r1af60295t,r1af60295t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.3,13
r1b09da9ct,r1b09da9ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.2,7
r1b106abdt,r1b106abdt.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.2,5
r1b165d45t,r1b165d45t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,11.2,2
r1b177fe1t,r1b177fe1t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.3,17
r1b17f0f0t,r1b17f0f0t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,17.9,19
r1b1c1019t,r1b1c1019t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,19.2,14
r1b262b72t,r1b262b72t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor; objects,9.88,12
r1b2765ebt,r1b2765ebt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,19.7,2
r1b32a6bct,r1b32a6bct.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,17.3,16
r1b4e82c4t,r1b4e82c4t.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,17.7,14
r1b547547t,r1b547547t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.8,16
r1b57dbb2t,r1b57dbb2t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor,20.5,17
r1b61c7b1t,r1b61c7b1t.NEF,development_calibration,Nikon D90,L (4288 x 2848),outdoor,9.49,16
r1b6c1adbt,r1b6c1adbt.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.5,12
r1b790721t,r1b790721t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.3,8
r1b8b1b14t,r1b8b1b14t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,17.9,13
r1b9e9917t,r1b9e9917t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.3,0
r1baf2ce0t,r1baf2ce0t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,10.5,11
r1bc23d6et,r1bc23d6et.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.8,9
r1bc355f2t,r1bc355f2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.4,14
r1bc3a653t,r1bc3a653t.NEF,external_pilot,Nikon D90,L (4288 x 2848),landscape; outdoor,10.5,5
r1bc3dd23t,r1bc3dd23t.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor,20.9,2
r1bc4e4act,r1bc4e4act.NEF,development_early_stop,Nikon D90,L (4288 x 2848),objects; outdoor,10.1,7
r1bc92a89t,r1bc92a89t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,20.2,15
r1bca2388t,r1bca2388t.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor; objects,10.6,19
r1bcfab73t,r1bcfab73t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.6,2
r1bd70210t,r1bd70210t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.8,13
r1bdb6385t,r1bdb6385t.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor; buildings; objects,10.7,3
r1bddecd6t,r1bddecd6t.NEF,independent_test,Nikon D7000,L (4928 x 3264),objects; outdoor,18.3,18
r1be2a3d5t,r1be2a3d5t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.1,12
r1be4943bt,r1be4943bt.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects; people,20.3,19
r1bf00696t,r1bf00696t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.1,15
r1bf4e594t,r1bf4e594t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.6,5
r1bf7ff83t,r1bf7ff83t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.5,18
r1bfbaab3t,r1bfbaab3t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,17.8,0
r1c028de8t,r1c028de8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.2,12
r1c070921t,r1c070921t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.2,12
r1c09b002t,r1c09b002t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.8,9
r1c146589t,r1c146589t.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,20.6,2
r1c1e3ec9t,r1c1e3ec9t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.6,3
r1c1fef8ft,r1c1fef8ft.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,10.5,17
r1c23e440t,r1c23e440t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.5,14
r1c243af7t,r1c243af7t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.3,8
r1c24a571t,r1c24a571t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),objects; outdoor,17.4,16
r1c2ac865t,r1c2ac865t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.9,16
r1c31a90bt,r1c31a90bt.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.7,8
r1c402787t,r1c402787t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.8,10
r1c4ae120t,r1c4ae120t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,21.6,18
r1c4d4720t,r1c4d4720t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,19.1,10
r1c4deb71t,r1c4deb71t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.4,18
r1c4e6a62t,r1c4e6a62t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.1,12
r1c56a2bct,r1c56a2bct.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.6,17
r1c5a4928t,r1c5a4928t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,18.3,9
r1c5ec853t,r1c5ec853t.NEF,independent_test,Nikon D7000,L (4928 x 3264),outdoor; people,22.3,6
r1c6377bat,r1c6377bat.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,19.8,17
r1c6b4a23t,r1c6b4a23t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor,9.18,14
r1c717a46t,r1c717a46t.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor,10.0,19
r1c83ec1dt,r1c83ec1dt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),outdoor,19.9,5
r1c874ac4t,r1c874ac4t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.1,15
r1c99500bt,r1c99500bt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; outdoor,21.0,11
r1c9fc42at,r1c9fc42at.NEF,independent_test,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.3,7
r1c9fdcf4t,r1c9fdcf4t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.1,0
r1ca0784dt,r1ca0784dt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),Indoor; objects,18.5,17
r1ca254b2t,r1ca254b2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.4,19
r1ca2ef38t,r1ca2ef38t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,22.0,19
r1ca5a385t,r1ca5a385t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor; objects,20.1,4
r1ca6cc12t,r1ca6cc12t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor; objects,10.8,7
r1cad9823t,r1cad9823t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.9,16
r1cb7084et,r1cb7084et.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,22.5,8
r1cc04f4ft,r1cc04f4ft.NEF,external_pilot,Nikon D90,L (4288 x 2848),landscape; outdoor,10.4,2
r1cc0e4e1t,r1cc0e4e1t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.9,17
r1cd8d9a4t,r1cd8d9a4t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,19.6,16
r1cde4afbt,r1cde4afbt.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.6,19
r1ceba29dt,r1ceba29dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,22.5,3
r1ced1907t,r1ced1907t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,19.0,5
r1cfc8ddat,r1cfc8ddat.NEF,development_fit,Nikon D7000,L (4928 x 3264),nature; outdoor,21.4,17
r1cfe520bt,r1cfe520bt.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.2,1
r1d00d8ect,r1d00d8ect.NEF,independent_test,Nikon D7000,L (4928 x 3264),nature; outdoor,17.8,15
r1d1445b6t,r1d1445b6t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.4,4
r1d16ad1et,r1d16ad1et.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,18.1,6
r1d1cf607t,r1d1cf607t.NEF,development_fit,Nikon D90,L (4288 x 2848),Indoor,10.5,13
r1d1d501et,r1d1d501et.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,18.9,11
r1d2bb70at,r1d2bb70at.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),outdoor,18.7,18
r1d3bc675t,r1d3bc675t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.5,5
r1d431afft,r1d431afft.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.8,11
r1d4377f7t,r1d4377f7t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,18.4,5
r1d47bfc2t,r1d47bfc2t.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.9,7
r1d527f65t,r1d527f65t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,9.86,17
r1d53fccat,r1d53fccat.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.1,12
r1d679eaet,r1d679eaet.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.0,7
r1d6e15d3t,r1d6e15d3t.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor; objects,10.6,6
r1d79b6e7t,r1d79b6e7t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor; people,19.4,7
r1d93553ct,r1d93553ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,18.8,4
r1d99d1f3t,r1d99d1f3t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.9,12
r1d9a31fct,r1d9a31fct.NEF,development_early_stop,Nikon D90,L (4288 x 2848),Indoor,11.3,12
r1d9eaf70t,r1d9eaf70t.NEF,development_fit,Nikon D90,L (4288 x 2848),landscape; outdoor,9.9,0
r1da851e4t,r1da851e4t.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.8,19
r1db1c478t,r1db1c478t.NEF,development_fit,Nikon D90,L (4288 x 2848),outdoor; people,10.0,9
r1db2847et,r1db2847et.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,20.1,19
r1db351a2t,r1db351a2t.NEF,external_pilot,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.9,7
r1db5be20t,r1db5be20t.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; outdoor; people,12.0,18
r1db61cf8t,r1db61cf8t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; buildings,18.9,9
r1dbe1b11t,r1dbe1b11t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,20.3,6
r1dbef145t,r1dbef145t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.4,6
r1dc4077at,r1dc4077at.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,22.1,11
r1dd998dft,r1dd998dft.NEF,development_fit,Nikon D90,L (4288 x 2848),buildings; objects; outdoor; people,11.0,1
r1dd9d6bft,r1dd9d6bft.NEF,development_calibration,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,21.4,17
r1ddc0c98t,r1ddc0c98t.NEF,development_calibration,Nikon D90,L (4288 x 2848),Indoor,10.7,10
r1de108dft,r1de108dft.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor,22.1,9
r1de76a54t,r1de76a54t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; outdoor,22.4,6
r1dea56e5t,r1dea56e5t.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; buildings,18.9,11
r1df374c1t,r1df374c1t.NEF,development_fit,Nikon D7000,L (4928 x 3264),outdoor,19.8,12
r1e14f45ct,r1e14f45ct.NEF,development_fit,Nikon D7000,L (4928 x 3264),Indoor; objects,20.6,19
r1e251abet,r1e251abet.NEF,development_fit,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.1,5
r1e3303ebt,r1e3303ebt.NEF,independent_test,Nikon D7000,L (4928 x 3264),Indoor,19.7,16
r1e367d35t,r1e367d35t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor; buildings,18.7,11
r1e3b4cdft,r1e3b4cdft.NEF,external_pilot,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.1,6
r1e504ebbt,r1e504ebbt.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),landscape; outdoor,19.8,4
r1e52a39dt,r1e52a39dt.NEF,development_fit,Nikon D7000,L (4928 x 3264),objects; outdoor,19.9,6
r1e56884ft,r1e56884ft.NEF,development_fit,Nikon D7000,L (4928 x 3264),landscape; outdoor,20.0,7
r1e5c27c1t,r1e5c27c1t.NEF,development_early_stop,Nikon D7000,L (4928 x 3264),nature; outdoor,18.0,19
r1e698e5dt,r1e698e5dt.NEF,development_calibration,Nikon D90,L (4288 x 2848),outdoor,10.6,19
r1e69b067t,r1e69b067t.NEF,independent_test,Nikon D7000,L (4928 x 3264),landscape; outdoor; people,21.1,10
r1e7987b3t,r1e7987b3t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),Indoor; objects,19.7,18
r1e79c6f9t,r1e79c6f9t.NEF,development_calibration,Nikon D7000,L (4928 x 3264),nature; objects; outdoor,19.2,19
r1e8acc5ct,r1e8acc5ct.NEF,independent_test,Nikon D90,L (4288 x 2848),buildings; outdoor; people,10.5,4
r1e8e493ct,r1e8e493ct.NEF,external_pilot,Nikon D7000,L (4928 x 3264),landscape; outdoor,21.6,4
r1e9082f9t,r1e9082f9t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; landscape; outdoor,20.8,1
r1e9ae164t,r1e9ae164t.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor,19.5,15
r1e9c8a5dt,r1e9c8a5dt.NEF,independent_test,Nikon D7000,L (4928 x 3264),buildings; outdoor; people,21.6,0
